"Date","Close","% Change","% Change vs Average","Volume"
"2025-03-20T19:20:00.000Z","118.50","-0.05","-0.04","1,625,179"
"2025-03-20T19:25:00.000Z","118.04","-0.38","-0.38","2,314,612"
"2025-03-20T19:30:00.000Z","118.37","0.28","0.28","1,697,869"
"2025-03-20T19:35:00.000Z","118.43","0.05","0.05","1,797,432"
"2025-03-20T19:40:00.000Z","118.57","0.12","0.12","1,618,172"
"2025-03-20T19:45:00.000Z","118.71","0.12","0.12","1,924,705"
"2025-03-20T19:50:00.000Z","118.39","-0.27","-0.27","3,073,621"
"2025-03-20T19:55:00.000Z","118.47","0.07","0.07","8,208,417"
"2025-03-21T13:30:00.000Z","116.53","-1.64","-1.63","33,161,621"
"2025-03-21T13:35:00.000Z","115.82","-0.60","-0.60","6,427,559"
"2025-03-21T13:40:00.000Z","115.99","0.14","0.15","4,994,619"
"2025-03-21T13:45:00.000Z","116.33","0.29","0.29","4,091,944"
"2025-03-21T13:50:00.000Z","116.52","0.17","0.17","4,206,930"
"2025-03-21T13:55:00.000Z","116.08","-0.37","-0.37","2,656,915"
"2025-03-21T14:00:00.000Z","116.22","0.12","0.12","4,386,116"
"2025-03-21T14:05:00.000Z","115.84","-0.33","-0.32","2,813,622"
"2025-03-21T14:10:00.000Z","115.95","0.09","0.10","3,500,840"
"2025-03-21T14:15:00.000Z","116.25","0.26","0.26","2,759,683"
"2025-03-21T14:20:00.000Z","116.79","0.46","0.47","5,212,280"
"2025-03-21T14:25:00.000Z","116.47","-0.27","-0.27","2,796,274"
"2025-03-21T14:30:00.000Z","116.43","-0.03","-0.03","2,547,636"
"2025-03-21T14:35:00.000Z","116.13","-0.26","-0.26","2,350,967"
"2025-03-21T14:40:00.000Z","116.43","0.27","0.27","2,208,888"
"2025-03-21T14:45:00.000Z","116.41","-0.02","-0.02","1,737,440"
"2025-03-21T14:50:00.000Z","116.31","-0.09","-0.08","1,784,827"
"2025-03-21T14:55:00.000Z","116.79","0.41","0.42","2,286,259"
"2025-03-21T15:00:00.000Z","116.82","0.02","0.03","2,655,110"
"2025-03-21T15:05:00.000Z","116.77","-0.04","-0.04","1,488,024"
"2025-03-21T15:10:00.000Z","116.44","-0.28","-0.27","1,857,555"
